1010.59728283368,64.9509803921569
1095.37554550314,73.2843137254902
1243.73750517469,84.8039215686274
1466.28044468202,96.8137254901961
1646.43425285462,104.901960784314
1890.17175802931,113.725490196078
2091.52013186928,117.401960784314
2197.4929602061,121.323529411765
2451.82774821448,125.490196078431
2759.14895039126,131.127450980392
3161.84569807119,135.539215686275
3532.75059725007,139.460784313725
3765.89081959108,141.176470588235
4062.61473893419,142.401960784314
4348.74137544361,143.137254901961
4709.04899178881,141.176470588235
5090.55117380137,138.970588235294
5482.65063864762,135.78431372549
5694.59629532126,132.107843137255
6086.69576016751,125.735294117647
6319.83598250852,116.421568627451
6447.00337651271,108.578431372549
6531.78163918217,104.901960784314

